game_date,week,rusher_player_name,posteam,defteam,rushing_yards,rush_touchdown
2020-09-13,1,J.Mixon,CIN,LAC,-1.0,0.0
2020-09-13,1,J.Mixon,CIN,LAC,5.0,0.0
2020-09-13,1,J.Mixon,CIN,LAC,4.0,0.0
2020-09-13,1,J.Burrow,CIN,LAC,1.0,0.0
2020-09-13,1,J.Mixon,CIN,LAC,3.0,0.0
2020-09-13,1,J.Mixon,CIN,LAC,5.0,0.0
2020-09-13,1,A.Ekeler,LAC,CIN,3.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,4.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,2.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,4.0,0.0
2020-09-13,1,A.Ekeler,LAC,CIN,8.0,0.0
2020-09-13,1,A.Ekeler,LAC,CIN,4.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,5.0,1.0
2020-09-13,1,J.Mixon,CIN,LAC,-1.0,0.0
2020-09-13,1,A.Ekeler,LAC,CIN,2.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,8.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,4.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,-1.0,0.0
2020-09-13,1,J.Burrow,CIN,LAC,5.0,0.0
2020-09-13,1,J.Mixon,CIN,LAC,7.0,0.0
2020-09-13,1,J.Burrow,CIN,LAC,4.0,0.0
2020-09-13,1,J.Burrow,CIN,LAC,2.0,0.0
2020-09-13,1,A.Ekeler,LAC,CIN,-1.0,0.0
2020-09-13,1,J.Kelley,LAC,CIN,0.0,0.0
2020-09-13,1,J.Burrow,CIN,LAC,7.0,0.0
2020-09-13,1,G.Bernard,CIN,LAC,7.0,0.0
2020-09-13,1,T.Taylor,LAC,CIN,-1.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,5.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,1.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,0.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,1.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,7.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,1.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,5.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,1.0,1.0
2020-09-13,1,C.McCaffrey,CAR,LV,5.0,0.0
2020-09-13,1,C.Samuel,CAR,LV,5.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,9.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,4.0,0.0
2020-09-13,1,T.Bridgewater,CAR,LV,5.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,4.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,6.0,1.0
2020-09-13,1,H.Ruggs,LV,CAR,4.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,4.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,7.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,14.0,0.0
2020-09-13,1,D.Booker,LV,CAR,5.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,-1.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,3.0,0.0
2020-09-13,1,T.Bridgewater,CAR,LV,2.0,0.0
2020-09-13,1,T.Bridgewater,CAR,LV,13.0,0.0
2020-09-13,1,H.Ruggs,LV,CAR,7.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,12.0,0.0
2020-09-13,1,D.Booker,LV,CAR,15.0,0.0
2020-09-13,1,T.Bridgewater,CAR,LV,6.0,0.0
2020-09-13,1,C.McCaffrey,CAR,LV,2.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,2.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,-4.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,2.0,0.0
2020-09-13,1,D.Booker,LV,CAR,7.0,0.0
2020-09-13,1,J.Jacobs,LV,CAR,2.0,0.0
